PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_static.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_7199	chr5	154948187	154948187	+	10.2535	NA	intron (NM_001014990, intron 2 of 5)	L1MC5|LINE|L1	7114	NM_001014990	29093	Hs.483924	NM_014180	ENSG00000082515	MRPL22	HSPC158|L22mt|MRP-L22|MRP-L25|RPML25	mitochondrial ribosomal protein L22	protein-coding
master_peak_4900	chr5	111933012	111933012	+	10.2533	NA	intron (NR_046678, intron 1 of 3)	intron (NR_046678, intron 1 of 3)	20504	NR_046678	100873948	Hs.147716	NR_046678	ENSG00000250095	NREP-AS1	-	NREP antisense RNA 1	ncRNA
master_peak_5956	chr5	135432488	135432488	+	10.2519	NA	Intergenic	Intergenic	14860	NM_130848	140947	Hs.152477	NM_130848	ENSG00000251380	DCANP1	C5orf20|DCNP1	dendritic cell associated nuclear protein	protein-coding
master_peak_2732	chr5	62340614	62340614	+	10.2346	NA	intron (NM_001243952, intron 2 of 20)	intron (NM_001243952, intron 2 of 20)	34452	NM_001243953	3796	Hs.558351	NM_004520	ENSG00000068796	KIF2A	CDCBM3|HK2|KIF2	kinesin family member 2A	protein-coding
master_peak_7664	chr5	165881666	165881666	+	10.228	NA	Intergenic	Intergenic	1044704	NR_108020	102557615		NR_108020	ENSG00000254130	LINC01947	CTB-7E3.1	long intergenic non-protein coding RNA 1947	ncRNA
master_peak_5540	chr5	127537049	127537049	+	10.2207	NA	intron (NM_130809, intron 6 of 8)	intron (NM_130809, intron 6 of 8)	19409	NM_130809	133619	Hs.483259	NM_130809	ENSG00000164244	PRRC1	-	proline rich coiled-coil 1	protein-coding
master_peak_4298	chr5	96595815	96595815	+	10.2204	NA	intron (NR_130776, intron 4 of 4)	intron (NR_130776, intron 4 of 4)	-66222	NM_001042442	831	Hs.436186	NM_001750	ENSG00000153113	CAST	BS-17|PLACK	calpastatin	protein-coding
master_peak_4837	chr5	110716725	110716725	+	10.2055	NA	intron (NM_001039763, intron 1 of 13)	MER1A|DNA|hAT-Charlie	9946	NM_001039763	642987	Hs.729154	NM_001039763	ENSG00000186952	TMEM232	-	transmembrane protein 232	protein-coding
master_peak_8048	chr5	173011010	173011010	+	10.1979	NA	intron (NM_003945, intron 2 of 3)	intron (NM_003945, intron 2 of 3)	-9716	NR_002988	677841	Hs.692720	NR_002988	ENSG00000212402	SNORA74B	U19-2	small nucleolar RNA, H/ACA box 74B	snoRNA
master_peak_7159	chr5	154356736	154356736	+	10.1955	NA	intron (NM_198321, intron 4 of 11)	intron (NM_198321, intron 4 of 11)	9630	NR_031626	100302181		NR_031626	ENSG00000221430	MIR1294	MIRN1294|hsa-mir-1294|mir-1294	microRNA 1294	ncRNA
master_peak_7344	chr5	158524176	158524176	+	10.189	NA	Intergenic	Intergenic	-114403	NR_109888	101927697	Hs.483960	NR_109888	ENSG00000276778	LINC02227	-	long intergenic non-protein coding RNA 2227	ncRNA
master_peak_3224	chr5	73867671	73867671	+	10.1822	NA	intron (NM_001177693, intron 18 of 35)	intron (NM_001177693, intron 18 of 35)	54125	NM_001244364	64283	Hs.482521	NM_001080479	ENSG00000214944	ARHGEF28	RGNEF|RIP2|p190RHOGEF	Rho guanine nucleotide exchange factor 28	protein-coding
master_peak_7786	chr5	168435300	168435300	+	10.1719	NA	intron (NM_001161661, intron 15 of 22)	L2a|LINE|L2	-51171	NM_002887	5917	Hs.654907	NM_002887	ENSG00000113643	RARS	ArgRS|DALRD1|HLD9	arginyl-tRNA synthetase	protein-coding
master_peak_5038	chr5	115114074	115114074	+	10.158	NA	Intergenic	LTR17|LTR|ERV1	55834	NM_001300759	55521	Hs.519514	NM_018700	ENSG00000152503	TRIM36	ANPH|HAPRIN|RBCC728|RNF98	tripartite motif containing 36	protein-coding
master_peak_890	chr5	15821954	15821954	+	10.1574	NA	intron (NM_001278317, intron 2 of 3)	intron (NM_001278317, intron 2 of 3)	-113228	NR_030616	100126347		NR_030616	ENSG00000216077	MIR887	MIRN887|hsa-mir-887	microRNA 887	ncRNA
master_peak_4562	chr5	102902451	102902451	+	10.1384	NA	intron (NR_157231, intron 5 of 14)	intron (NR_157231, intron 5 of 14)	36628	NM_138766	5066	Hs.369430	NM_000919	ENSG00000145730	PAM	PAL|PHM	peptidylglycine alpha-amidating monooxygenase	protein-coding
master_peak_6647	chr5	145977047	145977047	+	10.1324	NA	intron (NM_152550, intron 2 of 9)	MIR3|SINE|MIR	40469	NM_152550	153769	Hs.443728	NM_152550	ENSG00000156463	SH3RF2	HEPP1|POSHER|PPP1R39|RNF158	SH3 domain containing ring finger 2	protein-coding
master_peak_3219	chr5	73794087	73794087	+	10.1261	NA	intron (NM_001177693, intron 7 of 35)	intron (NM_001177693, intron 7 of 35)	-19459	NM_001244364	64283	Hs.482521	NM_001080479	ENSG00000214944	ARHGEF28	RGNEF|RIP2|p190RHOGEF	Rho guanine nucleotide exchange factor 28	protein-coding
master_peak_4422	chr5	98938869	98938869	+	10.1152	NA	intron (NR_151718, intron 1 of 3)	intron (NR_151718, intron 1 of 3)	-9155	NR_157079	1105	Hs.643465	NM_001270	ENSG00000153922	CHD1	CHD-1|PILBOS	chromodomain helicase DNA binding protein 1	protein-coding
master_peak_1468	chr5	33726249	33726249	+	10.1152	NA	intron (NM_001324512, intron 3 of 21)	MamRep1879|DNA|hAT-Tip100?	165741	NM_030955	81792	Hs.12680	NM_030955	ENSG00000151388	ADAMTS12	PRO4389	ADAM metallopeptidase with thrombospondin type 1 motif 12	protein-coding
master_peak_1101	chr5	20157266	20157266	+	10.1118	NA	intron (NM_001291956, intron 2 of 14)	MER44B|DNA|TcMar-Tigger	-148285	NR_146519	102725105		NR_146519		CDH18-AS1	-	CDH18 antisense RNA 1	ncRNA
master_peak_4387	chr5	98292893	98292893	+	10.1118	NA	Intergenic	L1ME1|LINE|L1	-131654	NR_146477	105379098	Hs.566306	NR_146477		LINC01846	-	long intergenic non-protein coding RNA 1846	ncRNA
master_peak_6218	chr5	139575406	139575406	+	10.1081	NA	intron (NM_181838, intron 2 of 7)	intron (NM_181838, intron 2 of 7)	14067	NM_003339	7322	Hs.108332	NM_003339	ENSG00000131508	UBE2D2	E2(17)KB2|PUBC1|UBC4|UBC4/5|UBCH4|UBCH5B	ubiquitin conjugating enzyme E2 D2	protein-coding
master_peak_3350	chr5	76521654	76521654	+	10.0891	NA	intron (NM_006633, intron 2 of 35)	intron (NM_006633, intron 2 of 35)	-25755	NM_001285460	10788	Hs.291030	NM_006633	ENSG00000145703	IQGAP2	-	IQ motif containing GTPase activating protein 2	protein-coding
master_peak_6969	chr5	150439603	150439603	+	10.0671	NA	Intergenic	AluSg|SINE|Alu	10136	NM_001025070	6208	Hs.744846	NM_005617	ENSG00000164587	RPS14	EMTB|S14	ribosomal protein S14	protein-coding
master_peak_1356	chr5	31538241	31538241	+	10.0607	NA	intron (NR_134298, intron 3 of 8)	intron (NR_134298, intron 3 of 8)	5940	NM_018356	55322	Hs.519246	NM_018356	ENSG00000082213	C5orf22	-	chromosome 5 open reading frame 22	protein-coding
master_peak_766	chr5	14045652	14045652	+	10.0549	NA	Intergenic	L1MB3|LINE|L1	-97690	NM_007118	7204	Hs.130031	NM_007118	ENSG00000038382	TRIO	ARHGEF23|MEBAS|MRD44|tgat	trio Rho guanine nucleotide exchange factor	protein-coding
master_peak_5392	chr5	124409017	124409017	+	10.053	NA	intron (NR_125774, intron 3 of 5)	intron (NR_125774, intron 3 of 5)	29503	NR_125774	103724389	Hs.582211	NR_125774		LINC01170	-	long intergenic non-protein coding RNA 1170	ncRNA
master_peak_6015	chr5	136223166	136223166	+	10.045	NA	intron (NM_020389, intron 10 of 11)	intron (NM_020389, intron 10 of 11)	-3489	NR_133682	106478968	Hs.637713	NR_133682	ENSG00000250947	TRPC7-AS2	CTB-28J9.2	TRPC7 antisense RNA 2	ncRNA
master_peak_8340	chr5	178114912	178114912	+	10.041	NA	intron (NM_015111, intron 1 of 4)	intron (NM_015111, intron 1 of 4)	1380	NM_015111	23138	Hs.101761	NM_015111	ENSG00000145911	N4BP3	LZTS4	NEDD4 binding protein 3	protein-coding
master_peak_7642	chr5	165219711	165219711	+	10.0406	NA	Intergenic	L1MEf|LINE|L1	749432	NR_105065	102546299	Hs.437730	NR_105065	ENSG00000241956	LOC102546299	-	uncharacterized LOC102546299	ncRNA
master_peak_3834	chr5	87164805	87164805	+	10.0353	NA	intron (NR_105018, intron 2 of 3)	intron (NR_105018, intron 2 of 3)	44657	NR_105018	101929380		NR_105018		LOC101929380	-	uncharacterized LOC101929380	ncRNA
master_peak_1512	chr5	34517611	34517611	+	10.0334	NA	Intergenic	L1ME4b|LINE|L1	-138717	NM_001145522	26064	Hs.431400	NM_015577	ENSG00000039560	RAI14	NORPEG|RAI13	retinoic acid induced 14	protein-coding
master_peak_8454	chr5	180413702	180413702	+	10.0277	NA	Intergenic	L1MEf|LINE|L1	-60366	NM_005110	9945	Hs.696497	NM_005110	ENSG00000131459	GFPT2	GFAT|GFAT 2|GFAT2	glutamine-fructose-6-phosphate transaminase 2	protein-coding
master_peak_6554	chr5	143871663	143871663	+	9.99736	NA	Intergenic	LTR8B|LTR|ERV1	59502	NM_021182	57824	Hs.158320	NM_021182	ENSG00000158497	HMHB1	HB-1|HB-1Y|HLA-HB1	histocompatibility minor HB-1	protein-coding
master_peak_2807	chr5	65020866	65020866	+	9.99335	NA	Intergenic	Intergenic	251936	NM_005869	10283	Hs.371372	NM_005869	ENSG00000153015	CWC27	NY-CO-10|RPSKA|SDCCAG-10|SDCCAG10	CWC27 spliceosome associated cyclophilin	protein-coding
master_peak_1173	chr5	23099877	23099877	+	9.99212	NA	Intergenic	ERVL-int|LTR|ERVL	-246533	NM_004061	1010	Hs.113684	NM_004061	ENSG00000154162	CDH12	CDHB	cadherin 12	protein-coding
master_peak_1033	chr5	18257059	18257059	+	9.99212	NA	Intergenic	Intergenic	449785	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_2836	chr5	65540285	65540285	+	9.98593	NA	intron (NM_001349369, intron 6 of 10)	MLT-int|LTR|ERVL-MaLR	22883	NM_001349368	64105	Hs.529778	NM_022145	ENSG00000123219	CENPK	AF5alpha|CENP-K|FKSG14|P33|Solt	centromere protein K	protein-coding
master_peak_3564	chr5	80285116	80285116	+	9.97325	NA	Intergenic	MSTB1|LTR|ERVL-MaLR	15362	NR_004845	644936	Hs.627173	NR_004845		LOC644936	-	actin beta pseudogene	pseudo
master_peak_7425	chr5	159839234	159839234	+	9.97325	NA	intron (NR_109891, intron 2 of 2)	AluSg7|SINE|Alu	32150	NR_109891	101927766	Hs.638568	NR_109891	ENSG00000253311	LINC01847	-	long intergenic non-protein coding RNA 1847	ncRNA
master_peak_1017	chr5	17928994	17928994	+	9.97054	NA	intron (NR_134286, intron 7 of 7)	intron (NR_134286, intron 7 of 7)	121720	NR_134287	646241	Hs.407197	NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
master_peak_1324	chr5	30526162	30526162	+	9.97054	NA	Intergenic	LTR16A|LTR|ERVL	645602	NR_134264	105374704	Hs.151157	NR_134264		LOC105374704	-	uncharacterized LOC105374704	ncRNA
master_peak_8091	chr5	173882356	173882356	+	9.96216	NA	Intergenic	MER5A|DNA|hAT-Charlie	-5993	NM_001308189	80315	Hs.127126	NM_030627	ENSG00000113742	CPEB4	CPE-BP4|hCPEB-4	cytoplasmic polyadenylation element binding protein 4	protein-coding
master_peak_3359	chr5	76704560	76704560	+	9.96216	NA	intron (NM_006633, intron 35 of 35)	intron (NM_006633, intron 35 of 35)	-7843	NR_028375	100302746		NR_028375		NCRUPAR	NCRNA00193|ncR-uPAR	non-protein coding RNA, upstream of F2R/PAR1	ncRNA
master_peak_4719	chr5	107606000	107606000	+	9.96078	NA	intron (NM_001962, intron 1 of 4)	intron (NM_001962, intron 1 of 4)	64937	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin A5	protein-coding
master_peak_4088	chr5	92641509	92641509	+	9.95966	NA	Intergenic	Intergenic	929834	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_4647	chr5	105885611	105885611	+	9.95966	NA	Intergenic	MIR|SINE|MIR	786137	NR_000039	9366	Hs.158296	NR_000039	ENSG00000232159	RAB9BP1	RAB9P1	RAB9B, member RAS oncogene family pseudogene 1	pseudo
master_peak_3439	chr5	78244150	78244150	+	9.94467	NA	intron (NM_003664, intron 2 of 26)	AluSx1|SINE|Alu	50548	NM_001271769	8546	Hs.532091	NM_003664	ENSG00000132842	AP3B1	ADTB3|ADTB3A|HPS|HPS2|PE	adaptor related protein complex 3 subunit beta 1	protein-coding
master_peak_592	chr5	10645581	10645581	+	9.94467	NA	intron (NM_001164440, intron 3 of 3)	MLT1L|LTR|ERVL-MaLR	81511	NM_001164440	651746	Hs.26039	NM_001164440	ENSG00000164236	ANKRD33B	-	ankyrin repeat domain 33B	protein-coding
master_peak_107	chr5	1113353	1113353	+	9.94081	NA	Intergenic	Intergenic	-1290	NM_006598	10723	Hs.172613	NM_006598	ENSG00000113504	SLC12A7	KCC4	solute carrier family 12 member 7	protein-coding
master_peak_7609	chr5	164129951	164129951	+	9.92966	NA	Intergenic	L2b|LINE|L2	337451	NR_105064	101927835	Hs.735171	NR_105064	ENSG00000253236	LINC02143	-	long intergenic non-protein coding RNA 2143	ncRNA
master_peak_4469	chr5	100496750	100496750	+	9.92966	NA	Intergenic	Intergenic	-38624	NM_198507	345757	Hs.356108	NM_198507	ENSG00000174132	FAM174A	HGS_RE408|NS5ATP6|TMEM157|UNQ1912	family with sequence similarity 174 member A	protein-coding
master_peak_6327	chr5	140737018	140737018	+	9.92552	NA	Intergenic	MER72|LTR|ERV1	10859	NR_026705	56662		NR_026705	ENSG00000202515	VTRNA1-3	HVG3|VAULTRC3|VR3|hvg-3	vault RNA 1-3	ncRNA
master_peak_62	chr5	539468	539468	+	9.92385	NA	Intergenic	Intergenic	-3586	NR_039661	100616381		NR_039661	ENSG00000264233	MIR4456	-	microRNA 4456	ncRNA
master_peak_1893	chr5	40915313	40915313	+	9.92213	NA	intron (NM_000587, intron 1 of 17)	intron (NM_000587, intron 1 of 17)	5816	NM_000587	730	Hs.78065	NM_000587	ENSG00000112936	C7	-	complement C7	protein-coding
master_peak_1121	chr5	20694494	20694494	+	9.92213	NA	intron (NR_149120, intron 3 of 11)	intron (NR_149120, intron 3 of 11)	-78959	NR_147185	105374677		NR_147185		LINC02146	-	long intergenic non-protein coding RNA 2146	ncRNA
master_peak_7947	chr5	171743587	171743587	+	9.91625	NA	Intergenic	MLT1M|LTR|ERVL-MaLR	-42285	NM_001289970	644994	Hs.591740	NM_001289970	ENSG00000185662	SMIM23	C5orf50	small integral membrane protein 23	protein-coding
master_peak_4506	chr5	101590770	101590770	+	9.90598	NA	Intergenic	L1MDa|LINE|L1	-687488	NM_005668	7903	Hs.308628	NM_005668	ENSG00000113532	ST8SIA4	PST|PST1|SIAT8D|ST8SIA-IV	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	protein-coding
master_peak_3187	chr5	73417582	73417582	+	9.89986	NA	Intergenic	Intergenic	31195	NM_004472	2297	Hs.519385	NM_004472	ENSG00000251493	FOXD1	FKHL8|FREAC-4|FREAC4	forkhead box D1	protein-coding
master_peak_8370	chr5	178645261	178645261	+	9.89825	NA	Intergenic	Intergenic	-18211	NM_020666	57396	Hs.406557	NM_020666	ENSG00000113240	CLK4	-	CDC like kinase 4	protein-coding
master_peak_6062	chr5	137264866	137264866	+	9.8961	NA	intron (NM_004598, intron 3 of 10)	intron (NM_004598, intron 3 of 10)	136669	NR_134246	105379192	Hs.124611	NR_134246		LOC105379192	-	uncharacterized LOC105379192	ncRNA
master_peak_1100	chr5	20013636	20013636	+	9.88476	NA	intron (NM_001291956, intron 2 of 14)	intron (NM_001291956, intron 2 of 14)	-25436	NM_001349561	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
master_peak_4916	chr5	112166757	112166757	+	9.87814	NA	intron (NM_022140, intron 22 of 22)	MER58C|DNA|hAT-Charlie	5272	NR_002922	654322	Hs.689709	NR_002922	ENSG00000238363	SNORA13	ACA13	small nucleolar RNA, H/ACA box 13	snoRNA
master_peak_346	chr5	6350847	6350847	+	9.87063	NA	Intergenic	Intergenic	-13555	NR_028351	401172	Hs.376760	NM_001001702	ENSG00000250490	LINC02145	-	long intergenic non-protein coding RNA 2145	ncRNA
master_peak_505	chr5	9380463	9380463	+	9.86403	NA	intron (NM_003966, intron 2 of 22)	intron (NM_003966, intron 2 of 22)	-130870	NR_109935	101929338	Hs.675861	NR_109935	ENSG00000251370	SEMA5A-AS1	CTD-2201E9.1	SEMA5A antisense RNA 1	ncRNA
master_peak_3707	chr5	83153335	83153335	+	9.86171	NA	intron (NM_001318012, intron 3 of 7)	AluSx1|SINE|Alu	75788	NM_022406	7518	Hs.567359	NM_003401	ENSG00000152422	XRCC4	SSMED	X-ray repair cross complementing 4	protein-coding
master_peak_147	chr5	1516507	1516507	+	9.85667	NA	intron (NM_024830, intron 1 of 13)	intron (NM_024830, intron 1 of 13)	-5651	NR_106723	102466103		NR_106723	ENSG00000273742	MIR6075	hsa-mir-6075	microRNA 6075	ncRNA
master_peak_8363	chr5	178453605	178453605	+	9.85375	NA	intron (NM_173465, intron 2 of 28)	intron (NM_173465, intron 2 of 28)	136788	NM_173465	91522	Hs.660026	NM_173465	ENSG00000050767	COL23A1	-	collagen type XXIII alpha 1 chain	protein-coding
master_peak_2540	chr5	59212978	59212978	+	9.85375	NA	TTS (NM_001364601)	TTS (NM_001364601)	63137	NM_001197220	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_404	chr5	7843124	7843124	+	9.8455	NA	intron (NM_001089584, intron 1 of 2)	intron (NM_001089584, intron 1 of 2)	8009	NM_001089584	134121	Hs.709979	NM_001089584	ENSG00000215217	C5orf49	-	chromosome 5 open reading frame 49	protein-coding
master_peak_5788	chr5	132601470	132601470	+	9.83201	NA	intron (NM_005732, intron 13 of 24)	intron (NM_005732, intron 13 of 24)	40320	NR_132124	101927761	Hs.598812	NR_132124	ENSG00000223442	TH2LCRR	TH2-LCR	T helper type 2 locus control region associated RNA	ncRNA
master_peak_8489	chr5	180960616	180960616	+	9.83201	NA	Intergenic	L1MA8|LINE|L1	-28230	NM_197975	10917	Hs.225949	NM_006707	ENSG00000168903	BTNL3	BTN9.1|BTNLR	butyrophilin like 3	protein-coding
master_peak_3583	chr5	80764637	80764637	+	9.83201	NA	intron (NM_002439, intron 13 of 23)	AluJb|SINE|Alu	-109654	NM_000791	1719	Hs.592364	NM_000791	ENSG00000228716	DHFR	DHFRP1|DYR	dihydrofolate reductase	protein-coding
master_peak_3808	chr5	86624188	86624188	+	9.82839	NA	Intergenic	AluJr|SINE|Alu	3682	NR_145802	109623460		NR_037402		SNORD138	MIR3607|mir-3607	small nucleolar RNA, C/D box 138	snoRNA
master_peak_4441	chr5	99441654	99441654	+	9.8195	NA	Intergenic	Intergenic	-92336	NR_110562	102724855	Hs.519477	NR_110562		LINC02113	CTD-2151A2.1	long intergenic non-protein coding RNA 2113	ncRNA
master_peak_938	chr5	16643315	16643315	+	9.81898	NA	Intergenic	MLT1J1|LTR|ERVL-MaLR	-26257	NM_001034850	54463	Hs.481704	NM_019000	ENSG00000154153	RETREG1	FAM134B|JK-1|JK1	reticulophagy regulator 1	protein-coding
master_peak_5197	chr5	120108241	120108241	+	9.80854	NA	Intergenic	(ATATTTA)n|Simple_repeat|Simple_repeat	-356037	NM_016644	51334	Hs.157461	NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
master_peak_39	chr5	374225	374225	+	9.80838	NA	intron (NM_020731, intron 3 of 11)	CpG	68935	NR_126522	116349	Hs.446702	NM_138464	ENSG00000221990	EXOC3-AS1	C5orf55	EXOC3 antisense RNA 1	ncRNA
master_peak_3422	chr5	77828796	77828796	+	9.80359	NA	Intergenic	L1MB8|LINE|L1	-52435	NM_004607	6902	Hs.291212	NM_004607	ENSG00000171530	TBCA	-	tubulin folding cofactor A	protein-coding
master_peak_301	chr5	5304846	5304846	+	9.79776	NA	intron (NM_139056, intron 20 of 22)	intron (NM_139056, intron 20 of 22)	-117831	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
master_peak_3356	chr5	76643041	76643041	+	9.79404	NA	intron (NM_006633, intron 17 of 35)	intron (NM_006633, intron 17 of 35)	-19638	NM_001256566	2151	Hs.42502	NM_004101	ENSG00000164220	F2RL2	PAR-3|PAR3	coagulation factor II thrombin receptor like 2	protein-coding
master_peak_7407	chr5	159510701	159510701	+	9.78638	NA	Intergenic	Intergenic	-44425	NR_027110	285627	Hs.552766	NR_027110	ENSG00000253298	LINC01845	-	long intergenic non-protein coding RNA 1845	ncRNA
master_peak_2387	chr5	56409772	56409772	+	9.78543	NA	Intergenic	Intergenic	71997	NR_104664	102467147	Hs.650177	NR_104664	ENSG00000248727	LINC01948	-	long intergenic non-protein coding RNA 1948	ncRNA
master_peak_4817	chr5	110045577	110045577	+	9.78543	NA	Intergenic	Intergenic	162395	NR_033175	100289673	Hs.368405	NR_033175		LINC01848	-	long intergenic non-protein coding RNA 1848	ncRNA
master_peak_1843	chr5	40151281	40151281	+	9.774	NA	Intergenic	Intergenic	98990	NR_104633	102467077	Hs.148993	NR_104633		LINC00603	-	long intergenic non-protein coding RNA 603	ncRNA
master_peak_4701	chr5	107359893	107359893	+	9.76861	NA	Intergenic	Intergenic	311044	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin A5	protein-coding
master_peak_2572	chr5	59711183	59711183	+	9.75688	NA	intron (NM_001165899, intron 3 of 16)	intron (NM_001165899, intron 3 of 16)	-7480	NR_030308	693167		NR_030308	ENSG00000202601	MIR582	MIRN582|hsa-mir-582	microRNA 582	ncRNA
master_peak_4208	chr5	95251628	95251628	+	9.75157	NA	intron (NM_024717, intron 1 of 22)	intron (NM_024717, intron 1 of 22)	32947	NM_024717	79772	Hs.591248	NM_024717	ENSG00000175471	MCTP1	-	multiple C2 and transmembrane domain containing 1	protein-coding
master_peak_830	chr5	14720633	14720633	+	9.74255	NA	intron (NM_054027, intron 8 of 11)	intron (NM_054027, intron 8 of 11)	7939	NR_046285	100130744	Hs.660550	NR_046285		LOC100130744	-	uncharacterized LOC100130744	ncRNA
master_peak_1844	chr5	40166721	40166721	+	9.73741	NA	Intergenic	L1PA16|LINE|L1	114430	NR_104633	102467077	Hs.148993	NR_104633		LINC00603	-	long intergenic non-protein coding RNA 603	ncRNA
master_peak_7464	chr5	160391449	160391449	+	9.73708	NA	Intergenic	Intergenic	8605	NM_022090	63920	Hs.529464	NM_022090	ENSG00000221886	ZBED8	Buster3|C5orf54	zinc finger BED-type containing 8	protein-coding
master_peak_5077	chr5	115638485	115638485	+	9.73469	NA	Intergenic	Intergenic	-12306	NM_001164469	100302736		NM_001164468	ENSG00000251201	TMED7-TICAM2	MyD88-4|TICAM-2|TICAM2|TIRAP3|TIRP|TRAM	TMED7-TICAM2 readthrough	protein-coding
master_peak_4478	chr5	100684998	100684998	+	9.73078	NA	Intergenic	Intergenic	131567	NR_031686	100302288		NR_031686	ENSG00000221263	MIR548P	MIRN548P|hsa-mir-548p	microRNA 548p	ncRNA
master_peak_4080	chr5	92402496	92402496	+	9.72912	NA	Intergenic	Intergenic	-1019179	NM_001329672	57561	Hs.24684	NM_020801	ENSG00000113369	ARRDC3	TLIMP	arrestin domain containing 3	protein-coding
master_peak_4106	chr5	93073265	93073265	+	9.72739	NA	Intergenic	Intergenic	498078	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_802	chr5	14366497	14366497	+	9.72697	NA	intron (NM_007118, intron 15 of 56)	intron (NM_007118, intron 15 of 56)	-97486	NR_145815	109623458		NR_145815		SNORD170	-	small nucleolar RNA, C/D box 170	snoRNA
master_peak_7174	chr5	154584261	154584261	+	9.72095	NA	Intergenic	Intergenic	11811	NR_036094	100422950		NR_036094	ENSG00000264760	MIR3141	mir-3141	microRNA 3141	ncRNA
master_peak_5723	chr5	131986569	131986569	+	9.72095	NA	intron (NM_015256, intron 8 of 20)	intron (NM_015256, intron 8 of 20)	25089	NM_001009185	23305	Hs.14945	NM_015256	ENSG00000164398	ACSL6	ACS2|FACL6|LACS 6|LACS2|LACS5	acyl-CoA synthetase long chain family member 6	protein-coding
master_peak_7700	chr5	166710666	166710666	+	9.71408	NA	Intergenic	MIR3|SINE|MIR	215704	NR_108020	102557615		NR_108020	ENSG00000254130	LINC01947	CTB-7E3.1	long intergenic non-protein coding RNA 1947	ncRNA
master_peak_8123	chr5	174413903	174413903	+	9.70868	NA	intron (NR_125806, intron 1 of 5)	intron (NR_125806, intron 1 of 5)	77549	NR_125806	101928176	Hs.436014	NR_125806	ENSG00000249306	LINC01411	-	long intergenic non-protein coding RNA 1411	ncRNA
master_peak_4586	chr5	103393529	103393529	+	9.70566	NA	Intergenic	Intergenic	134105	NM_001316968	90355	Hs.482976	NM_033211	ENSG00000181751	C5orf30	-	chromosome 5 open reading frame 30	protein-coding
master_peak_8121	chr5	174402629	174402629	+	9.70566	NA	intron (NR_125806, intron 1 of 5)	intron (NR_125806, intron 1 of 5)	66275	NR_125806	101928176	Hs.436014	NR_125806	ENSG00000249306	LINC01411	-	long intergenic non-protein coding RNA 1411	ncRNA
master_peak_5195	chr5	120083074	120083074	+	9.68777	NA	Intergenic	Intergenic	-381204	NM_016644	51334	Hs.157461	NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
master_peak_352	chr5	6428094	6428094	+	9.68486	NA	Intergenic	Intergenic	-20765	NM_001145161	134111	Hs.126856	NM_001145161	ENSG00000215218	UBE2QL1	-	ubiquitin conjugating enzyme E2 Q family like 1	protein-coding
master_peak_102	chr5	1017740	1017740	+	9.65882	NA	intron (NM_001271082, intron 3 of 10)	intron (NM_001271082, intron 3 of 10)	8778	NM_001271082	85409	Hs.240951	NM_033120	ENSG00000145506	NKD2	Naked2	NKD inhibitor of WNT signaling pathway 2	protein-coding
master_peak_4069	chr5	91984219	91984219	+	9.65374	NA	Intergenic	MER5A|DNA|hAT-Charlie	-600902	NM_001329672	57561	Hs.24684	NM_020801	ENSG00000113369	ARRDC3	TLIMP	arrestin domain containing 3	protein-coding
master_peak_3763	chr5	84478990	84478990	+	9.65374	NA	Intergenic	Intergenic	-94110	NM_005711	10085	Hs.482730	NM_005711	ENSG00000164176	EDIL3	DEL1	EGF like repeats and discoidin domains 3	protein-coding
